Date,Hillside OAT [F],Main Meter [kW],Boiler Gas [kBtu/hr]
5/18/2012 1:00,50.95774638,108.0722421,380.01
5/18/2012 2:00,50.48028587,108.8868946,379.14
5/18/2012 3:00,49.67317934,110.2027875,453.81
5/18/2012 4:00,48.93374431,136.0380421,619.29
5/18/2012 5:00,49.33798229,140.7707747,760.86
5/18/2012 6:00,49.4970711,147.2634226,802.99
5/18/2012 7:00,50.31488017,159.4220214,893.6
5/18/2012 8:00,53.36423254,179.8235382,857.25
5/18/2012 9:00,56.71106894,198.1128584,699.73
5/18/2012 10:00,59.3825265,206.6208898,462.91
5/18/2012 11:00,65.24284405,208.2614117,315
5/18/2012 12:00,78.96635084,206.3999087,254.1
5/18/2012 13:00,84.42900532,215.8138153,222.59
5/18/2012 14:00,79.516618,219.4008086,192.19
5/18/2012 15:00,81.90462646,217.8354992,163.78
5/18/2012 16:00,86.40114334,208.6411617,129.44
5/18/2012 17:00,84.61109112,184.8630501,98.68
5/18/2012 18:00,76.63255812,129.0791444,91.02
5/18/2012 19:00,64.64351603,109.2674848,57.35
5/18/2012 20:00,57.95028003,102.8555937,26.27
5/18/2012 21:00,54.40288819,102.0964626,36.29
5/18/2012 22:00,53.01860255,100.2029288,72.58
5/18/2012 23:00,51.72038698,99.84307977,189.09
5/19/2012 0:00,51.09577298,101.7731677,198.33
5/19/2012 1:00,51.71179936,102.270359,250.28
5/19/2012 2:00,50.58023293,105.4316898,231.6
5/19/2012 3:00,49.81393548,104.9967025,241.59
5/19/2012 4:00,48.6739354,107.5684209,244.13
5/19/2012 5:00,48.23589287,108.1097827,251.25
5/19/2012 6:00,48.66549953,111.1414804,216.82
5/19/2012 7:00,49.68136978,112.6631629,215.04
5/19/2012 8:00,52.47951347,112.3328869,225.32
5/19/2012 9:00,55.86824469,112.2054619,218.79
5/19/2012 10:00,59.22890978,110.3895891,190.04
5/19/2012 11:00,65.4186671,110.6050652,142.51
5/19/2012 12:00,79.28451444,110.134551,141.3
5/19/2012 13:00,82.73269445,108.9968357,144.1
5/19/2012 14:00,84.24685575,106.8912913,122.14
5/19/2012 15:00,84.59517288,105.8346558,107.89
5/19/2012 16:00,85.03026444,104.7330693,87.89
5/19/2012 17:00,85.13890389,103.0297375,69.13
5/19/2012 18:00,80.28410955,101.476991,58.79
5/19/2012 19:00,67.60728473,101.8221788,43.77
5/19/2012 20:00,61.15610247,103.6336531,39.78
5/19/2012 21:00,58.15711625,103.7192218,91.36
5/19/2012 22:00,56.28818583,105.8519712,137.56
5/19/2012 23:00,56.38311231,106.1521954,145.47
5/20/2012 0:00,56.03069009,107.3237002,107.38
5/20/2012 1:00,55.19428194,109.2130358,88.45
5/20/2012 2:00,54.37267049,111.6970732,95.03
5/20/2012 3:00,55.58259964,111.06165,137.85
5/20/2012 4:00,54.57390582,113.103812,196.7
5/20/2012 5:00,52.0814082,116.705274,218.11
5/20/2012 6:00,52.067836,116.0326237,202.99
5/20/2012 7:00,53.48266685,116.1888161,179.45
5/20/2012 8:00,56.12358373,113.4809702,156.41
5/20/2012 9:00,59.84042563,115.0334907,132.07
5/20/2012 10:00,63.7306456,113.1355659,103.27
5/20/2012 11:00,69.24285705,110.9110128,54.95
5/20/2012 12:00,83.97427368,109.3610478,26.45
5/20/2012 13:00,87.62094148,107.5388883,28.04
5/20/2012 14:00,83.95886801,108.1436223,27.24
5/20/2012 15:00,87.01715694,106.7151811,16.46
5/20/2012 16:00,89.21469167,107.1902412,6.91
5/20/2012 17:00,88.25337708,103.8938011,0.44
5/20/2012 18:00,76.12976875,102.0022858,0
5/20/2012 19:00,65.10891909,101.1000897,4.31
5/20/2012 20:00,59.62747657,102.9750328,13.42
5/20/2012 21:00,57.71475479,104.885967,10.82
5/20/2012 22:00,55.26123758,105.6457687,9.9
5/20/2012 23:00,53.73243407,104.5906534,19.26
5/21/2012 0:00,53.04739466,107.4546706,94.16
5/21/2012 1:00,52.0816402,109.0135445,115.08
5/21/2012 2:00,51.64324167,111.1672346,165.3
5/21/2012 3:00,51.53641944,111.3603932,251.89
5/21/2012 4:00,51.37823829,133.3833374,419.49
5/21/2012 5:00,51.33771153,140.5123772,621.66
5/21/2012 6:00,51.12208126,148.2936273,795.23
5/21/2012 7:00,52.0468589,162.1474703,817.17
5/21/2012 8:00,54.26910433,185.6885042,735.23
5/21/2012 9:00,56.75119554,206.2341826,642.06
5/21/2012 10:00,59.7602104,215.7169436,475.45
5/21/2012 11:00,64.60089778,220.0681415,347.93
5/21/2012 12:00,71.32442796,221.4965224,278.32
5/21/2012 13:00,77.05484033,224.9640268,191.76
5/21/2012 14:00,76.12050242,226.3472849,137.54
5/21/2012 15:00,77.01218091,225.3478018,114.15
5/21/2012 16:00,67.62471652,216.2356365,98.6
5/21/2012 17:00,69.17643333,193.0160506,69.52
5/21/2012 18:00,63.01078353,136.1152668,43.48
5/21/2012 19:00,58.4602075,114.709614,24.28
5/21/2012 20:00,56.41641788,107.4814594,20.48
5/21/2012 21:00,56.58032523,107.7107071,62.56
5/21/2012 22:00,56.89934487,106.1131053,99.06
5/21/2012 23:00,56.61778835,106.2490716,141.66
5/22/2012 0:00,56.5230053,109.0028908,218.2
5/22/2012 1:00,55.98562169,110.5151633,308.35
5/22/2012 2:00,55.7515108,115.9511695,375
5/22/2012 3:00,55.50573806,115.7229474,468.12
5/22/2012 4:00,54.95040247,139.809785,580.84
5/22/2012 5:00,54.49574975,144.7304503,704.61
5/22/2012 6:00,53.54322254,153.1411566,773.46
5/22/2012 7:00,53.2677017,167.350006,793.34
5/22/2012 8:00,56.27394479,190.2142817,742.08
5/22/2012 9:00,59.2688615,209.250797,665.96
5/22/2012 10:00,61.35603324,219.1385514,557.38
5/22/2012 11:00,67.29350334,223.3540505,453.99
5/22/2012 12:00,79.34320854,223.4302799,367.17
5/22/2012 13:00,80.95878875,228.8866022,208.71
5/22/2012 14:00,82.48922719,229.4854248,157.42
5/22/2012 15:00,84.29198727,229.7653004,127.68
5/22/2012 16:00,84.96550522,224.2712624,129.81
5/22/2012 17:00,83.81633819,204.1569224,117.01
5/22/2012 18:00,75.93281342,136.4273459,81.13
5/22/2012 19:00,65.81229157,115.8241517,48.52
5/22/2012 20:00,60.28848017,109.4123297,40.17
5/22/2012 21:00,56.96400906,108.5997325,102.36
5/22/2012 22:00,55.0848777,105.5865203,202.46
5/22/2012 23:00,53.92807533,105.3643305,314.12
5/23/2012 0:00,52.98237354,107.245554,352.29
5/23/2012 1:00,52.28309914,110.4401927,367.89
5/23/2012 2:00,51.94619856,114.022718,392.57
5/23/2012 3:00,51.42853885,114.475685,436.63
5/23/2012 4:00,51.47751078,139.0531007,530.95
5/23/2012 5:00,51.39781422,145.2768572,691.42
5/23/2012 6:00,51.478478,153.4021602,796.43
5/23/2012 7:00,52.19028884,166.9083578,811.38
5/23/2012 8:00,55.87406636,190.7254578,774.27
5/23/2012 9:00,58.15090922,205.8579489,680.68
5/23/2012 10:00,60.81523325,215.6065873,547.65
5/23/2012 11:00,67.3275775,222.589399,399.29
5/23/2012 12:00,81.00742468,223.7255437,271.78
5/23/2012 13:00,83.71852165,225.6339298,207.57
5/23/2012 14:00,82.98336807,226.4222236,167.97
5/23/2012 15:00,83.06022069,228.1664268,168.26
5/23/2012 16:00,82.262805,219.2745223,171.86
5/23/2012 17:00,78.92654152,195.9886501,176
5/23/2012 18:00,73.28393269,134.9135116,107.13
5/23/2012 19:00,63.76014531,115.394279,50.43
5/23/2012 20:00,59.22622031,108.0438463,48.74
5/23/2012 21:00,56.20538338,107.3432382,71.91
5/23/2012 22:00,54.43835878,106.1147673,91.06
5/23/2012 23:00,53.71333894,105.9263582,130.14
5/24/2012 0:00,53.87343233,108.2333562,198.11
5/24/2012 1:00,54.14289578,110.4038174,255.86
5/24/2012 2:00,53.00162224,115.2060111,311.6
5/24/2012 3:00,52.674625,114.5640603,371.47
5/24/2012 4:00,52.58588933,139.6411186,521.66
5/24/2012 5:00,51.78612367,141.6007289,661.66
5/24/2012 6:00,51.71939359,152.8512023,771.13
5/24/2012 7:00,52.09685489,169.6658215,755.83
5/24/2012 8:00,55.86228489,190.2016972,699.04
5/24/2012 9:00,58.53120589,208.4754114,606.44
5/24/2012 10:00,61.04333554,215.9968637,453.2
5/24/2012 11:00,66.5925602,217.8087538,304.39
5/24/2012 12:00,78.49496917,216.0327961,259.89
5/24/2012 13:00,80.79609897,218.852867,221.07
5/24/2012 14:00,81.79514501,223.3772507,197.65
5/24/2012 15:00,83.38564999,218.3661634,138.79
5/24/2012 16:00,80.51833239,213.961329,81.7
5/24/2012 17:00,74.75336576,193.7609857,52.01
5/24/2012 18:00,66.54411841,128.958799,46.14
5/24/2012 19:00,58.94384761,111.9303247,47.28
5/24/2012 20:00,54.71580294,104.5423938,49.71
5/24/2012 21:00,52.11073367,106.9228888,56.01
5/24/2012 22:00,50.65054474,103.0474912,119.52
5/24/2012 23:00,49.77717405,101.9588788,187.93
5/25/2012 0:00,48.84911431,103.7048984,288.09
5/25/2012 1:00,47.87174321,108.498784,335.91
5/25/2012 2:00,47.07894218,109.5156466,371.66
5/25/2012 3:00,46.00815726,110.4842987,413.63
5/25/2012 4:00,45.636482,136.2955731,652.43
5/25/2012 5:00,46.15942424,141.0291216,873.1
5/25/2012 6:00,47.65968382,147.4011096,991.56
5/25/2012 7:00,48.95021554,159.8496936,966.62
5/25/2012 8:00,51.35252358,180.7074402,936.83
5/25/2012 9:00,54.79953111,198.9550232,843.2
5/25/2012 10:00,56.45029517,208.6012205,663.21
5/25/2012 11:00,61.58028043,208.6591147,504.27
5/25/2012 12:00,71.32282877,206.8343735,378.73
5/25/2012 13:00,73.77003624,215.9027315,309.61
5/25/2012 14:00,73.62520576,224.5848944,260.75
5/25/2012 15:00,61.01407853,221.7417609,211.41
5/25/2012 16:00,70.02521848,213.7492539,189.05
5/25/2012 17:00,73.56805975,187.3887327,140.71
5/25/2012 18:00,71.13499056,128.8595831,85
5/25/2012 19:00,61.00327775,108.9751433,100.92
5/25/2012 20:00,57.24371625,102.5902894,148.67
5/25/2012 21:00,55.06236687,102.4405515,205.16
5/25/2012 22:00,53.5668586,100.4499132,249.59
5/25/2012 23:00,51.84785846,99.79778033,255.58
5/26/2012 0:00,50.99793658,101.6007976,225.26
5/26/2012 1:00,51.28368462,102.5852263,237.63
5/26/2012 2:00,51.38773099,105.034144,267
5/26/2012 3:00,50.62454315,104.8657864,253.26
5/26/2012 4:00,49.80504028,108.0059435,274.81
5/26/2012 5:00,49.44828411,108.0147956,279.95
5/26/2012 6:00,49.91018528,111.0966712,319.37
5/26/2012 7:00,49.96099306,112.8223266,381.43
5/26/2012 8:00,51.1245158,112.2079189,372.28
5/26/2012 9:00,52.41424218,112.0933754,350.29
5/26/2012 10:00,54.57169825,110.6804033,311.01
5/26/2012 11:00,59.46577233,110.8128625,252.11
5/26/2012 12:00,68.48474716,110.1179749,206.62
5/26/2012 13:00,73.44481528,109.0642652,180.89
5/26/2012 14:00,69.90720851,107.1693947,156.78
5/26/2012 15:00,64.97397112,105.7119423,150.34
5/26/2012 16:00,65.27526136,104.7468693,150.77
5/26/2012 17:00,58.29449117,102.7212459,146.26
5/26/2012 18:00,54.73837023,101.3134486,163.27
5/26/2012 19:00,54.02614413,101.7088336,194.07
5/26/2012 20:00,52.32440356,103.3617533,221.54
5/26/2012 21:00,51.32649491,103.6293324,277.73
5/26/2012 22:00,50.98380356,105.8487126,331.16
5/26/2012 23:00,50.65504489,105.854948,358.72
5/27/2012 0:00,50.56374404,107.0213211,328.18
5/27/2012 1:00,50.35492254,109.0975535,310.64
5/27/2012 2:00,50.21444056,110.0208452,292.62
5/27/2012 3:00,50.30094108,110.7477567,309.88
5/27/2012 4:00,50.54148389,113.4049748,335.3
5/27/2012 5:00,50.81640924,116.6365242,399.96
5/27/2012 6:00,50.68688578,114.9540267,446.89
5/27/2012 7:00,50.87899978,116.2931645,455.79
5/27/2012 8:00,52.05601211,112.7562854,420.11
5/27/2012 9:00,53.32621833,115.1918445,392.51
5/27/2012 10:00,54.84535434,112.7863409,342.49
5/27/2012 11:00,58.12861652,110.7761711,270.25
5/27/2012 12:00,62.29925208,109.3466903,199.24
5/27/2012 13:00,67.06122465,107.4363335,153.3
5/27/2012 14:00,72.76383242,108.291269,162.99
5/27/2012 15:00,71.63531699,106.4814399,149.2
5/27/2012 16:00,70.94812368,106.6759727,154.9
5/27/2012 17:00,72.17989817,103.4485017,139.3
5/27/2012 18:00,66.52099299,101.9608124,143.58
5/27/2012 19:00,56.91133524,100.7433661,162.02
5/27/2012 20:00,52.9559556,102.1699909,166.21
5/27/2012 21:00,51.18083684,104.3381813,180.46
5/27/2012 22:00,50.63923548,104.707064,213.26
5/27/2012 23:00,50.5354941,104.3383654,213.94
5/28/2012 0:00,51.31300238,106.6876669,370.15
5/28/2012 1:00,51.16831239,107.8127829,446.84
5/28/2012 2:00,50.92140289,109.2541405,456.79
5/28/2012 3:00,51.61632845,111.208152,555.46
5/28/2012 4:00,51.73809321,113.1794197,682.68
5/28/2012 5:00,51.28647744,113.4140546,896.22
5/28/2012 6:00,51.02758212,120.8686109,956.76
5/28/2012 7:00,52.20685433,124.3046378,930.24
5/28/2012 8:00,53.7100926,124.7710452,933.77
5/28/2012 9:00,56.16009688,128.0390576,887.68
5/28/2012 10:00,59.09046028,127.6625046,808.13
5/28/2012 11:00,61.18302263,128.0083343,678.99
5/28/2012 12:00,66.64267194,129.3249871,499.21
5/28/2012 13:00,72.29920555,130.4952667,351.46
5/28/2012 14:00,73.09548096,132.4932979,271.66
5/28/2012 15:00,76.53189324,134.5508775,219.63
5/28/2012 16:00,75.79843468,133.488171,167.3
5/28/2012 17:00,72.65971292,121.1888726,133.84
5/28/2012 18:00,67.02166184,111.0330727,128.65
5/28/2012 19:00,57.42815316,107.5474156,146.7
5/28/2012 20:00,53.38326448,107.5883354,195.24
5/28/2012 21:00,51.022298,107.296306,234.43
5/28/2012 22:00,49.42133018,106.8661145,246.65
5/28/2012 23:00,48.42085366,107.1341442,278.98
5/29/2012 0:00,48.21987656,109.169707,356.92
5/29/2012 1:00,48.6533551,110.9250069,415.78
5/29/2012 2:00,48.78800924,116.6361772,443.01
5/29/2012 3:00,49.07882708,116.1551431,547.85
5/29/2012 4:00,48.91973203,139.6417027,717.13
5/29/2012 5:00,48.90190651,144.2382126,890.57
5/29/2012 6:00,49.17327474,152.6802949,1006.74
5/29/2012 7:00,50.56172517,167.7543512,1079.09
5/29/2012 8:00,52.57390757,191.0521117,984.96
5/29/2012 9:00,55.58203544,209.5876118,853.35
5/29/2012 10:00,56.89942807,220.5646818,695.77
5/29/2012 11:00,61.97957198,225.1942841,534.31
5/29/2012 12:00,76.04300679,224.2938468,482.57
5/29/2012 13:00,78.17312503,228.8428626,429.77
5/29/2012 14:00,78.76248054,230.9185028,347.67
5/29/2012 15:00,79.91493738,229.5214553,243.72
5/29/2012 16:00,80.01685761,225.1593497,202.23
5/29/2012 17:00,78.30115079,204.6074968,150.44
5/29/2012 18:00,74.36694224,137.0155943,113.86
5/29/2012 19:00,64.28487961,116.5661017,67.45
5/29/2012 20:00,59.52366431,109.0241838,41.81
5/29/2012 21:00,55.240602,107.9787225,94.16
5/29/2012 22:00,53.26353076,105.0219458,164.29
5/29/2012 23:00,51.950837,105.5814417,214.89
5/30/2012 0:00,51.22515008,107.1545906,268.21
5/30/2012 1:00,49.87080183,110.0025598,303.46
5/30/2012 2:00,49.67471627,113.9971353,315.48
5/30/2012 3:00,49.79367075,114.3295484,337.16
5/30/2012 4:00,49.48624584,138.4919775,488.12
5/30/2012 5:00,50.07242069,144.7067107,778.85
5/30/2012 6:00,50.16480097,153.3132559,915.84
5/30/2012 7:00,50.90222645,166.3338144,937.66
5/30/2012 8:00,55.44191667,189.6321569,808.44
5/30/2012 9:00,56.63566389,207.1470662,691.95
5/30/2012 10:00,59.53042778,215.8860603,536.37
5/30/2012 11:00,64.89462408,223.1330737,412.57
5/30/2012 12:00,78.95479925,224.4064857,289.87
5/30/2012 13:00,82.91788025,225.8344391,221.24
5/30/2012 14:00,84.55671067,228.912218,168.45
5/30/2012 15:00,85.26307422,227.8133624,142.67
5/30/2012 16:00,83.36199484,219.2812773,105.36
5/30/2012 17:00,82.0994914,197.0333175,104.22
5/30/2012 18:00,77.98009487,135.4119677,71.44
5/30/2012 19:00,66.5486722,115.4028931,20.21
5/30/2012 20:00,60.65637375,107.2124786,17.42
5/30/2012 21:00,56.06628634,107.3234398,21.42
5/30/2012 22:00,54.16240738,105.6937613,56.36
5/30/2012 23:00,53.69046746,105.832494,102.18
5/31/2012 0:00,53.46575304,108.7080307,203.25
5/31/2012 1:00,51.72186086,110.1539109,275.64
5/31/2012 2:00,50.7124214,114.3900639,254.63
5/31/2012 3:00,49.96659678,114.0119108,334.22
5/31/2012 4:00,49.73,139.6781113,456.03
5/31/2012 5:00,49.66797533,142.9260125,603.99
5/31/2012 6:00,49.97878312,152.3955297,745.01
5/31/2012 7:00,50.88150944,169.399358,735.52
5/31/2012 8:00,55.87506543,190.7143477,665.35
5/31/2012 9:00,59.17610319,208.534988,552.97
5/31/2012 10:00,63.16624756,216.1524615,396.33
5/31/2012 11:00,69.77135955,220.2399935,299.92
5/31/2012 12:00,84.58715825,219.8592655,270.7
5/31/2012 13:00,88.0301472,220.9984887,220.98
5/31/2012 14:00,88.96572883,224.3046298,140.9
5/31/2012 15:00,91.64209799,222.1008393,93.72
5/31/2012 16:00,91.67670526,214.446593,80.19
5/31/2012 17:00,88.86797631,196.1710996,88.84
5/31/2012 18:00,80.489982,128.8414179,85.83
5/31/2012 19:00,68.81802767,111.9871305,46.38
5/31/2012 20:00,65.72883277,104.4723613,30.38
5/31/2012 21:00,63.72458908,106.7718664,36.02
5/31/2012 22:00,59.69165322,104.2640114,37.08
5/31/2012 23:00,58.14937177,102.0688324,55.85
6/1/2012 0:00,56.86190947,103.5652581,64.07
6/1/2012 1:00,55.5994758,107.2846902,89.03
6/1/2012 2:00,55.55140217,109.4236754,149.29
6/1/2012 3:00,55.87090008,110.8929685,274.23
6/1/2012 4:00,56.08001277,136.1365501,474.79
6/1/2012 5:00,57.30345914,141.6475819,734.73
6/1/2012 6:00,54.80146169,147.3905641,876.15
6/1/2012 7:00,54.6888725,159.7714503,767.89
6/1/2012 8:00,59.45264738,182.8118743,591.25
6/1/2012 9:00,61.35578551,199.1570347,423.62
6/1/2012 10:00,63.90097063,208.7823096,289.64
6/1/2012 11:00,69.64021442,210.0388305,260.18
6/1/2012 12:00,83.06390339,209.5498391,203.02
6/1/2012 13:00,87.54911901,219.0699805,121.04
6/1/2012 14:00,91.27366918,226.6434624,69.37
6/1/2012 15:00,91.7704384,224.2562181,57.79
6/1/2012 16:00,90.51972522,214.1753676,59.64
6/1/2012 17:00,88.21435209,192.6461587,55.78
6/1/2012 18:00,79.89714133,128.6627443,47.5
6/1/2012 19:00,65.59128849,108.96047,30.28
6/1/2012 20:00,60.41239466,102.8989205,13.35
6/1/2012 21:00,58.36054077,102.454912,0.16
6/1/2012 22:00,57.92179277,100.616664,6.05
6/1/2012 23:00,55.74075445,100.10142,52.24
6/2/2012 0:00,54.38323992,101.2731568,14.21
6/2/2012 1:00,54.13888771,102.1530447,25.98
6/2/2012 2:00,53.48564433,104.8382447,37.83
6/2/2012 3:00,53.22933713,104.9760536,43.17
6/2/2012 4:00,53.10345564,107.6759875,68.55
6/2/2012 5:00,52.78655022,107.7887585,87.89
6/2/2012 6:00,52.86762155,110.4805262,64.94
6/2/2012 7:00,54.17639602,112.1631856,53.09
6/2/2012 8:00,56.42506095,111.8194547,76.52
6/2/2012 9:00,58.67934642,112.0159851,94.24
6/2/2012 10:00,60.7259215,110.4696477,83.35
6/2/2012 11:00,66.45721635,110.4477507,52.68
6/2/2012 12:00,80.81652101,110.1120965,28.63
6/2/2012 13:00,84.82662215,109.7349356,25.14
6/2/2012 14:00,82.38222904,107.0275077,10.87
6/2/2012 15:00,83.15163001,106.8560752,4.43
6/2/2012 16:00,81.9796211,104.3512701,0.26
6/2/2012 17:00,79.66162341,102.4497514,0
6/2/2012 18:00,73.85695983,101.2701762,0
6/2/2012 19:00,62.0204311,101.5937715,5.12
6/2/2012 20:00,56.31253153,103.3750031,57.75
6/2/2012 21:00,54.73950155,103.2547723,117.32
6/2/2012 22:00,53.17617033,105.7822798,172.43
6/2/2012 23:00,51.65256482,106.7457025,172.88
6/3/2012 0:00,51.2956,107.6275779,197.08
6/3/2012 1:00,51.24147909,108.5351692,229.57
6/3/2012 2:00,50.37552403,109.6859871,221.9
6/3/2012 3:00,50.47174091,109.8619907,183.05
6/3/2012 4:00,50.73071513,112.9585907,197.31
6/3/2012 5:00,50.17686207,116.3999623,225.64
6/3/2012 6:00,50.4560562,114.4205718,226.68
6/3/2012 7:00,51.7036178,115.7388892,194.69
6/3/2012 8:00,54.57890289,112.4861022,121.67
6/3/2012 9:00,56.00289733,114.6322836,124.84
6/3/2012 10:00,58.54704678,113.2549506,97
6/3/2012 11:00,65.26056843,110.6486566,39.72
6/3/2012 12:00,79.17846067,109.1000875,29.79
6/3/2012 13:00,82.15455792,107.7098929,20.36
6/3/2012 14:00,82.33928617,108.4678601,22.41
6/3/2012 15:00,82.92966848,106.9890456,16.04
6/3/2012 16:00,82.64678833,106.3008584,7.13
6/3/2012 17:00,77.947014,103.2835376,0
6/3/2012 18:00,70.92146411,101.7284442,2.29
6/3/2012 19:00,62.15928431,100.5172794,12.42
6/3/2012 20:00,58.19925442,102.0120656,15.69
6/3/2012 21:00,56.70023675,104.4624475,13.55
6/3/2012 22:00,55.63020814,104.3627806,13.14
6/3/2012 23:00,54.85488046,103.9795667,39.48
6/4/2012 0:00,54.79205833,106.7230875,87.48
6/4/2012 1:00,54.45217163,107.9945074,61.22
6/4/2012 2:00,53.93697838,110.3524426,61.25
6/4/2012 3:00,54.37121033,110.1908621,105.63
6/4/2012 4:00,55.61835387,132.8317308,270.05
6/4/2012 5:00,55.99720425,140.21133,439.38
6/4/2012 6:00,56.10779209,148.8446854,572.9
6/4/2012 7:00,56.14248182,162.4803065,608.06
6/4/2012 8:00,56.31413813,186.5320907,572.19
6/4/2012 9:00,55.85562221,209.387428,547.67
6/4/2012 10:00,54.11134875,219.6818398,577.91
6/4/2012 11:00,53.39490905,223.5019319,518.29
6/4/2012 12:00,54.101316,224.0150011,466.61
6/4/2012 13:00,56.0112891,228.7483152,480.77
6/4/2012 14:00,57.04284129,230.3373334,374.76
6/4/2012 15:00,56.79373344,228.4905553,325.36
6/4/2012 16:00,58.12890022,219.1680686,237.1
6/4/2012 17:00,64.05087656,199.3321751,158.22
6/4/2012 18:00,61.78602127,135.8639814,110.58
6/4/2012 19:00,56.29840125,115.2187379,80.3
6/4/2012 20:00,53.58735708,107.534992,70.92
6/4/2012 21:00,51.48767567,107.6708412,73.91
6/4/2012 22:00,50.27414935,106.6010172,110.57
6/4/2012 23:00,50.00102433,106.488317,145.76
6/5/2012 0:00,49.83976422,109.0443915,227.48
6/5/2012 1:00,49.52622091,111.7378746,310.83
6/5/2012 2:00,49.15444414,116.3513254,395.15
6/5/2012 3:00,48.76946274,115.7965611,464.83
6/5/2012 4:00,47.79203086,139.4331561,606.17
6/5/2012 5:00,46.84664779,144.04309,778.27
6/5/2012 6:00,46.34158141,152.370651,924.2
6/5/2012 7:00,46.86268789,167.648601,973.26
6/5/2012 8:00,51.26779341,190.7497061,953.33
6/5/2012 9:00,54.55339964,209.5036455,853.95
6/5/2012 10:00,56.07186853,221.3247343,721.36
6/5/2012 11:00,60.827069,224.7179332,586.12
6/5/2012 12:00,71.04173066,225.7099313,522.14
6/5/2012 13:00,65.01914963,229.9486761,463.44
6/5/2012 14:00,75.78241753,233.2725533,433.55
6/5/2012 15:00,76.6274044,231.9576057,399.56
6/5/2012 16:00,76.31656595,225.0262774,347.7
6/5/2012 17:00,75.7488511,206.3037785,272.76
6/5/2012 18:00,70.37229034,136.7152566,194.49
6/5/2012 19:00,62.0775294,115.9122816,145.39
6/5/2012 20:00,57.00264388,108.4205021,146.98
6/5/2012 21:00,53.49887112,107.5511257,202.46
6/5/2012 22:00,52.20163518,104.1514845,257.63
6/5/2012 23:00,52.24763147,105.4867294,296.02
6/6/2012 0:00,51.65211914,106.3563222,328.73
6/6/2012 1:00,50.93748486,110.3428382,345.71
6/6/2012 2:00,50.09073938,112.6513407,371.21
6/6/2012 3:00,49.51119873,114.0299757,409.3
6/6/2012 4:00,48.9106775,138.3496848,539.33
6/6/2012 5:00,48.46461509,145.4823774,816.07
6/6/2012 6:00,48.54143348,153.4522027,927.61
6/6/2012 7:00,49.53743608,166.0606803,1004.06
6/6/2012 8:00,54.31379983,189.539054,957.75
6/6/2012 9:00,56.662091,207.1105119,852.96
6/6/2012 10:00,59.32337152,217.3620828,638.3
6/6/2012 11:00,65.8106583,222.3354876,502.73
6/6/2012 12:00,78.32254876,225.659343,447.16
6/6/2012 13:00,80.74289559,226.5869529,365.09
6/6/2012 14:00,81.83643579,228.8410732,269.64
6/6/2012 15:00,82.71664333,228.3363258,232.93
6/6/2012 16:00,82.91953397,221.4151369,189.31
6/6/2012 17:00,82.48539335,197.367106,138.23
6/6/2012 18:00,76.1209965,135.524111,94.56
6/6/2012 19:00,64.77421564,115.4042704,51.13
6/6/2012 20:00,59.68033935,107.1790317,19.19
6/6/2012 21:00,56.36964085,107.3697667,15.28
6/6/2012 22:00,54.29330567,105.6833865,20.4
6/6/2012 23:00,52.83681932,105.4370503,99.64
6/7/2012 0:00,51.61053833,108.6798648,214.16
6/7/2012 1:00,51.91916239,110.1841596,257.5
6/7/2012 2:00,51.85874219,114.0702463,318.68
6/7/2012 3:00,51.64324167,113.5156494,365.24
6/7/2012 4:00,51.27070822,139.3211564,471.53
6/7/2012 5:00,50.6487995,143.2019042,653.88
6/7/2012 6:00,50.63683801,153.0251681,773.45
6/7/2012 7:00,51.37458387,170.4597397,760.82
6/7/2012 8:00,55.674178,191.493657,717.17
6/7/2012 9:00,58.74965704,208.7818395,620.51
6/7/2012 10:00,61.82406862,217.265569,441.45
6/7/2012 11:00,68.33591667,220.3625764,276.2
6/7/2012 12:00,82.88348278,221.5722841,200.32
6/7/2012 13:00,86.29004593,221.2510975,183.06
6/7/2012 14:00,84.58674333,226.375531,174.08
6/7/2012 15:00,86.45272639,225.0455903,107.83
6/7/2012 16:00,84.82998451,216.2321289,53.32
6/7/2012 17:00,82.0414305,196.5224397,31.38
6/7/2012 18:00,75.25359944,128.4661839,33.13
6/7/2012 19:00,63.88567816,112.1162938,32.7
6/7/2012 20:00,59.79726125,104.3169288,38.71
6/7/2012 21:00,57.51824618,106.5638811,51.96
6/7/2012 22:00,56.5157739,103.4247806,45.38
6/7/2012 23:00,56.16939028,101.4038281,88.77
6/8/2012 0:00,55.51784511,103.4558401,121.29
6/8/2012 1:00,54.12905409,107.6871967,142.99
6/8/2012 2:00,53.44895317,110.0946493,204.17
6/8/2012 3:00,52.76680192,110.895095,285.63
6/8/2012 4:00,52.00582325,135.779935,511.14
6/8/2012 5:00,51.02899797,143.2174681,780.17
6/8/2012 6:00,50.78972258,149.9463231,915.27
6/8/2012 7:00,51.43853233,161.9203416,912.29
6/8/2012 8:00,55.20406128,183.0225561,783.06
6/8/2012 9:00,,200.4357258,609.35
6/8/2012 10:00,62.611225,210.1610148,453.47
6/8/2012 11:00,67.56585261,213.301541,346.73
6/8/2012 12:00,81.03973125,210.2771591,295.71
6/8/2012 13:00,85.33659428,219.0022399,249.29
6/8/2012 14:00,86.63169223,228.4372439,212.66
6/8/2012 15:00,84.99279038,226.6876297,187.35
6/8/2012 16:00,83.59721616,214.252119,168.39
